Name,Dealer,Manufacturer,Month,Year,Model,Substitute,Catalogue Price Nett,Shop Price Nett,Product Height,Product Width,Product Depth,Product Features,Product Card Link,Lead Time,Product Warranty,Comment
Promag,Promag S.A.,Promag S.A.,7,2023,SUPE 300-02,SUM 320W,,469,1800,600,480,"Opis i dane Szafka bhp pracownicza SUPE300-02 Szafka bhp SUPE300-02 to najpopularniejszy element wyposażenia szatni w zakładach pracy, szkołach, obiektach sportowych itp. Szafki pracownicze tego typu pozwalają pracownikom na przechowywanie w osobnych komorach odzieży roboczej oraz odzieży wierzchniej i osobistej. Podstawowe parametry szafki SUPE300-02: konstrukcja szafki bhp zgrzewana z wysokiej jakości blachy stalowej doskonałe parametry mechaniczne i antykorozyjne powłoki lakierniczej gładka, łatwa do utrzymania w czystości, powierzchnia szafki wyposażenie standardowe: wzmocnione drzwi (otwierane w kierunku prawe/lewe), otwory wentylacyjne zapewniające prawidłową cyrkulację powietrza, stała półka (światło półki - 250), drążek z 2 haczykami na ubrania, praktyczny wizytownik na drzwiach, zamek cylindryczny 1 pkt. w systemie Master (możliwość otwarcia wszystkich zamków danej serii specjalnym kluczem Master – zamawiany odrębnie), w komplecie 2 klucze standardowe, regulatory umożliwiające poziomowanie. Uniwersalna szafka pracownicza SUPE300-02 oferowana wersja szafy bhp jest przystosowana zarówno do ustawienia na podłodze, jak i montażu szafy na ławkę szafka malowana proszkowo standardowy kolor: popielaty RAL 7035 (inne kolory z palety za dopłatą 5%) Szafki pracownicze - najważniejsza jest jakość Oferowane w naszym sklepie szafki pracownicze to najwyższej jakości meble metalowe wyróżnione godłem ""Najlepsze w Polsce. Nasze szafy bhp produkowane są w nowoczesnym zakładzie produkcji mebli w podpoznańskim Bolechowie, gdzie szczególną uwagę zwracamy na jakość produkowanych wyrobów. Potwierdzeniem jakości jest także 84 miesięczny okres gwarancji jaki udzielamy na tego typu szafki bhp. Szafki bhp - komfort pracownika Szafki bhp inaczej nazywane pracowniczymi szafami ubraniowymi są niezbędnym elementem wyposażenia każdej szatni w różnego rodzaju przedsiębiorstwach, jednocześnie zwiększają komfort pracy użytkujących je pracowników. Parametry Typ: SUPE 300-02 Gwarancja: 7 lat Grubość: 0,6 Rodzaj konstrukcji / materiał: stalowa blacha Typ zamka: zamek cylindryczny Szerokość: 600 Wersja: standard Liczba komór: 2 Wysokość: 1800 Głębokość: 480 Linia: SUPE 300 Kolor frontów: popielaty RAL 7035 Kolor konstrukcji/korpusu: popielaty RAL 7035 Montaż: Dostarczane przez nas meble stalowe nie wymagają samodzielnego montażu, są gotowe do użytku. Warunki dostawy: Jeśli zamówione ilości i gabaryty mebli pozwalają na dostawę kurierską, to transport odbywa się na paletach drewnianych. W przeciwnym razie dostawa odbywa się samochodami spedycji i meble nie są wówczas umieszczone na paletach. Za rozładunek i wniesienie do budynku odpowiada Kupujący. W celu ułatwienia rozładunku (w przypadku zakupu większych ilości mebli) istnieje możliwość zamówienia pojazdu z windą lub umieszczenia mebli na dodatkowo płatnych paletach. Klucze znajdują się w osobnych opakowaniach przyklejonych na górze szafy. Prosimy dokładnie obejrzeć dostarczony towar przy przewoźniku.","https://e-promag.pl/katalog/Szafka-BHP-pracownicza-SUPE300-02-7035,2831.html",towar w magazynie,7 lat,SUPE 300
